cell_id,dataset,donor_id,condition,cell_type,INS,IAPP,PDX1,MAFA,NKX6-1,SLC2A2,GABRA2,PPP1R1A,ADCYAP1,ENTPD3,HSPA5,XBP1,DDIT3,ATF4,HERPUD1,IL1R2,HLA-DRA,HLA-DPA1,GBP2,TNFRSF10A,NDUFA1,NDUFB5,SDHA,UQCRC1,COX4I1,ATP5F1A,GENE000,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040,GENE041,GENE042,GENE043,GENE044,GENE045,GENE046,GENE047,GENE048,GENE049,GENE050,GENE051,GENE052,GENE053,GENE054,GENE055,GENE056,GENE057,GENE058,GENE059,GENE060,GENE061,GENE062,GENE063,GENE064,GENE065,GENE066,GENE067,GENE068,GENE069,GENE070,GENE071,GENE072,GENE073,GENE074,GENE075,GENE076,GENE077,GENE078,GENE079
ND_donor_06_cell_026,demo,ND_donor_06,ND,beta,71,51,53,46,52,45,63,59,57,47,0,2,1,0,1,2,0,0,0,2,9,11,7,12,10,9,0,2,2,0,4,0,0,5,0,4,0,2,6,3,0,0,1,2,3,1,1,2,3,0,2,3,2,0,2,2,1,1,2,4,1,3,1,0,0,2,1,0,2,0,2,4,0,1,1,2,4,7,3,0,5,0,1,1,2,5,2,0,4,1,2,1,1,4,3,1,0,2,2,0,0,0,1,2,0,2
ND_donor_06_cell_027,demo,ND_donor_06,ND,beta,8,8,6,7,3,2,3,3,4,6,4,5,4,7,7,8,12,7,9,5,6,5,7,8,4,4,1,4,0,3,3,0,0,3,1,5,1,1,1,0,3,3,3,0,3,5,0,1,1,1,1,3,1,3,5,0,0,0,5,2,3,3,2,0,2,1,1,0,1,1,1,2,2,0,3,2,0,3,2,1,5,0,4,2,2,2,2,1,0,1,4,0,1,0,4,0,2,2,0,3,0,1,2,1,3,7
ND_donor_06_cell_028,demo,ND_donor_06,ND,beta,24,22,21,24,19,18,19,24,17,17,1,1,2,2,1,3,3,4,2,3,4,6,3,1,4,5,2,2,0,4,2,0,1,4,4,2,0,2,5,2,0,1,3,2,2,2,0,1,0,2,4,0,5,0,0,1,2,2,2,2,1,0,0,3,3,3,2,2,1,1,0,1,4,1,1,5,1,0,0,0,3,4,0,4,2,3,2,0,2,3,1,2,1,0,1,1,1,3,2,0,1,6,2,1,0,2
ND_donor_06_cell_029,demo,ND_donor_06,ND,beta,19,18,21,15,11,25,21,18,25,24,2,4,1,3,2,1,2,5,4,4,5,5,4,6,5,6,2,2,3,0,3,3,3,2,3,4,1,1,2,7,2,3,0,1,0,3,1,8,2,1,1,2,1,4,0,1,3,2,3,2,2,1,0,4,2,1,0,4,3,1,3,2,1,2,1,0,1,0,3,3,4,1,4,2,0,0,1,5,4,2,1,0,1,3,2,3,0,3,1,5,4,1,3,0,1,1
ND_donor_06_cell_030,demo,ND_donor_06,ND,beta,23,17,19,24,27,27,23,21,25,25,0,2,1,2,2,3,5,1,2,0,5,6,2,9,5,6,1,2,4,0,1,3,2,2,1,0,0,1,2,5,0,0,2,0,3,3,3,3,1,1,2,0,1,4,4,2,4,1,5,1,0,3,2,1,2,1,1,0,0,3,1,2,1,2,0,7,1,3,2,1,0,3,0,1,0,4,2,3,3,1,0,2,0,3,0,4,3,0,0,2,1,1,4,0,2,3
ND_donor_06_cell_031,demo,ND_donor_06,ND,beta,21,23,22,28,23,28,12,19,18,17,2,4,3,2,4,2,2,2,5,5,4,6,6,3,4,8,0,1,0,1,1,2,0,1,5,2,3,1,4,1,3,3,2,1,2,1,2,0,1,1,1,4,2,1,1,0,3,2,0,0,1,2,2,4,3,3,4,0,2,0,4,2,0,1,4,2,1,1,0,0,0,1,1,2,0,1,1,1,4,1,1,2,0,1,2,2,3,1,1,5,0,1,1,1,0,1
ND_donor_06_cell_032,demo,ND_donor_06,ND,beta,12,24,34,19,25,29,24,21,23,23,0,2,1,0,3,3,2,1,3,2,9,7,5,8,4,8,4,2,3,1,0,0,0,4,4,1,2,1,1,1,2,2,0,2,1,1,1,3,2,3,2,5,0,1,1,4,1,3,1,1,0,3,1,3,3,1,2,1,1,1,2,4,2,2,2,2,2,1,2,1,3,1,1,2,3,0,3,4,5,1,2,4,4,2,3,4,2,2,3,2,0,1,3,1,2,2
ND_donor_06_cell_033,demo,ND_donor_06,ND,beta,15,16,21,15,18,16,19,15,16,18,1,2,1,5,6,5,2,0,3,1,7,3,8,2,4,8,3,0,4,5,4,1,3,2,2,2,1,3,2,0,4,3,1,6,2,0,1,0,1,1,2,0,1,2,5,0,2,3,1,7,2,4,2,1,2,1,1,3,1,4,0,3,2,4,2,3,0,1,2,3,2,0,5,1,0,1,2,0,3,2,2,0,3,0,2,1,1,3,1,2,3,2,4,3,1,2
ND_donor_06_cell_034,demo,ND_donor_06,ND,beta,56,47,35,51,36,48,44,44,52,51,1,0,3,0,0,1,0,2,0,2,11,7,7,11,6,8,3,1,0,0,2,1,1,3,0,0,2,2,1,5,5,0,5,0,0,0,2,2,3,1,5,3,1,0,2,2,0,1,2,2,2,0,3,1,0,4,1,3,1,0,2,0,3,5,2,1,2,4,4,1,4,5,2,0,3,1,6,1,3,0,2,1,1,0,2,4,4,6,4,2,2,1,2,0,1,2
ND_donor_06_cell_035,demo,ND_donor_06,ND,beta,40,41,37,42,42,33,31,35,42,32,3,2,0,3,1,3,0,3,0,2,2,5,7,7,4,10,3,4,0,1,3,0,1,1,4,4,0,2,3,1,2,2,0,2,1,2,2,3,2,5,2,2,0,3,1,0,3,2,2,3,1,5,1,3,1,0,0,1,3,0,3,0,1,1,1,2,3,2,4,1,3,2,1,1,2,2,1,3,0,2,3,0,4,3,1,4,1,5,2,3,1,0,4,2,3,2
ND_donor_06_cell_036,demo,ND_donor_06,ND,beta,30,16,25,20,26,23,25,20,14,29,4,2,1,4,0,0,1,3,3,7,4,7,6,6,7,8,1,3,1,0,3,2,2,1,0,1,4,3,2,3,5,0,1,1,1,2,1,0,1,1,4,3,3,0,1,1,0,2,3,2,0,4,4,2,1,0,2,1,2,3,6,0,0,2,5,0,0,2,2,3,0,2,0,2,3,2,0,2,1,7,0,3,4,2,0,1,0,4,2,0,5,3,0,0,1,1
ND_donor_06_cell_037,demo,ND_donor_06,ND,beta,13,10,12,13,17,11,10,14,5,9,3,0,4,2,4,3,2,4,6,1,3,5,5,7,2,5,4,1,2,0,0,3,1,1,1,0,5,0,0,1,0,0,3,0,1,0,1,1,0,2,2,2,2,2,0,2,1,1,2,1,0,6,2,1,1,1,3,1,1,2,1,1,2,1,1,3,2,0,1,2,2,0,2,2,1,1,0,1,0,2,4,0,0,0,0,0,0,2,0,1,1,1,1,2,0,3
ND_donor_06_cell_038,demo,ND_donor_06,ND,beta,10,12,13,10,16,14,11,3,9,8,7,6,6,6,3,4,4,10,6,10,6,7,2,5,7,5,2,3,0,4,0,0,1,2,2,3,2,0,0,5,3,5,1,1,1,1,1,1,8,4,2,1,1,2,1,1,0,1,2,5,2,3,1,3,0,2,3,0,1,0,1,0,0,1,2,4,1,2,0,1,2,2,2,0,0,0,4,0,1,1,3,2,1,5,0,4,0,1,2,0,2,1,1,0,0,4
ND_donor_06_cell_039,demo,ND_donor_06,ND,beta,16,12,16,22,23,22,22,25,12,17,3,1,1,1,3,3,1,3,5,2,11,9,6,2,5,6,1,0,4,0,2,2,1,4,3,0,0,2,2,1,0,1,1,0,1,1,3,0,0,0,1,2,1,1,0,3,1,0,1,2,4,1,3,3,0,2,1,0,1,0,3,0,2,0,3,1,2,6,3,3,0,0,2,3,3,1,3,3,1,0,1,1,3,2,5,1,2,2,1,6,1,2,2,4,2,2
ND_donor_06_cell_040,demo,ND_donor_06,ND,beta,6,12,14,12,14,6,1,11,7,11,5,6,10,11,2,7,10,7,7,5,2,6,4,8,2,2,2,0,0,0,3,6,2,2,4,1,1,2,1,1,4,1,2,2,3,0,1,0,2,1,3,1,1,0,3,2,1,1,2,0,1,3,2,0,1,0,1,0,2,0,5,4,2,2,1,1,4,1,3,2,1,0,5,4,1,1,0,1,2,4,2,4,1,1,3,2,1,3,0,2,0,2,5,1,0,0
ND_donor_06_cell_041,demo,ND_donor_06,ND,beta,28,24,36,29,30,33,26,33,37,31,1,0,2,2,2,2,1,1,1,0,3,8,5,7,6,9,2,0,0,4,2,1,0,3,0,2,0,1,2,0,6,6,2,2,0,2,1,1,1,3,1,1,0,1,2,0,2,0,2,2,1,0,1,3,2,2,3,2,0,0,2,2,1,3,1,1,0,0,0,1,3,1,6,0,0,0,1,2,1,6,1,2,1,1,0,3,0,1,2,5,2,1,0,1,2,2
ND_donor_06_cell_042,demo,ND_donor_06,ND,beta,21,14,24,17,18,21,15,18,10,17,1,5,4,2,3,3,1,1,1,2,3,0,4,6,6,7,2,2,1,0,1,2,2,0,0,0,0,2,1,2,3,3,1,1,4,0,1,1,1,4,2,0,2,0,4,3,1,2,4,2,2,4,3,1,0,4,4,0,2,1,3,1,2,1,0,1,1,2,1,1,4,4,2,2,0,2,0,2,0,4,2,3,3,0,0,1,1,3,2,3,1,0,2,3,0,4
ND_donor_06_cell_043,demo,ND_donor_06,ND,beta,27,32,22,26,24,21,21,31,34,21,1,3,3,0,3,1,2,3,2,1,10,6,8,6,3,5,0,4,2,1,2,1,5,2,0,0,3,1,1,5,1,0,2,1,1,2,1,4,2,2,1,0,3,0,0,5,1,1,2,1,2,5,3,3,2,2,0,5,1,0,1,0,0,1,1,1,1,2,1,2,1,1,0,0,0,1,2,1,1,1,1,6,3,2,0,0,2,4,0,1,1,0,3,0,1,0
ND_donor_06_cell_044,demo,ND_donor_06,ND,beta,27,39,38,36,35,30,32,37,31,36,0,1,3,0,2,1,0,1,2,0,4,4,7,8,6,7,2,2,1,1,3,1,1,2,4,5,1,1,3,2,2,0,1,0,3,1,4,2,5,0,0,1,0,0,1,2,2,5,0,1,0,1,1,2,0,0,2,1,0,2,0,5,1,1,0,5,3,2,1,2,4,4,4,2,1,4,3,2,0,2,4,1,2,0,5,0,0,1,4,2,0,2,1,2,3,4
ND_donor_06_cell_045,demo,ND_donor_06,ND,beta,32,27,40,31,19,31,29,23,33,20,2,1,3,4,1,1,0,2,4,2,8,7,9,6,9,11,8,3,1,1,1,1,0,1,0,2,2,2,3,2,2,2,3,5,4,2,2,3,1,3,1,4,3,1,1,0,0,4,0,1,1,1,1,2,4,4,4,2,1,2,4,3,4,0,3,2,1,4,1,4,1,2,1,1,2,1,2,1,0,3,3,1,0,2,3,1,1,2,2,0,1,1,1,1,2,0
ND_donor_06_cell_046,demo,ND_donor_06,ND,beta,45,40,35,43,36,30,44,46,37,36,3,0,1,1,1,1,2,1,1,0,10,12,6,1,2,13,1,1,0,0,0,2,2,3,0,2,3,4,5,0,1,1,0,0,2,1,8,1,0,2,2,3,2,1,0,3,0,5,0,1,2,1,4,0,2,0,0,1,2,0,3,2,2,0,0,1,1,1,1,4,3,3,3,1,2,0,1,0,2,3,1,2,0,2,2,4,2,1,1,1,0,3,2,3,1,0
ND_donor_06_cell_047,demo,ND_donor_06,ND,beta,13,9,12,10,15,11,13,17,16,10,3,7,6,5,6,3,4,3,1,5,5,5,3,3,6,3,0,0,3,5,2,3,0,2,0,1,2,3,1,1,2,2,4,1,1,2,1,1,0,0,4,0,6,4,0,1,1,1,4,0,0,1,2,1,2,0,1,1,1,2,2,3,4,1,0,1,1,2,0,0,2,3,4,2,1,0,2,2,4,4,1,3,4,4,0,0,3,1,1,1,5,1,2,1,2,5
ND_donor_06_cell_048,demo,ND_donor_06,ND,beta,15,10,19,10,8,15,13,12,16,15,5,8,5,5,9,2,6,5,8,4,2,7,4,8,8,4,0,1,0,2,2,1,3,3,0,3,3,4,4,1,0,3,1,2,0,1,0,3,1,0,2,3,3,0,1,3,1,1,0,0,2,1,1,2,5,1,3,4,2,1,1,3,0,1,0,1,0,1,4,2,6,0,1,3,0,1,3,4,6,3,0,0,5,3,1,2,0,3,1,5,1,2,1,2,1,2
ND_donor_06_cell_049,demo,ND_donor_06,ND,beta,20,23,21,25,24,28,24,34,36,35,2,0,0,2,4,0,3,2,1,1,5,8,3,7,2,5,1,1,4,2,4,4,0,2,2,0,1,1,1,1,2,4,0,1,1,4,2,0,2,0,4,0,0,3,3,3,4,3,2,3,2,0,1,0,0,0,2,5,3,1,3,4,3,1,4,2,3,0,2,0,2,2,6,2,5,5,4,0,0,1,0,3,1,2,1,1,1,2,5,2,0,3,0,4,1,1
ND_donor_06_cell_050,demo,ND_donor_06,ND,beta,23,28,21,23,21,21,20,24,21,15,1,4,3,1,0,2,1,4,5,0,4,6,8,1,4,6,2,0,2,1,1,3,6,1,1,1,0,4,2,2,1,0,4,5,1,2,1,1,1,2,1,1,1,1,1,4,0,3,1,4,1,4,4,3,1,2,0,0,0,1,3,1,0,2,1,1,4,2,3,0,1,3,3,1,1,2,2,3,0,4,0,2,5,0,5,1,1,0,0,0,0,1,1,0,1,1
ND_donor_06_cell_051,demo,ND_donor_06,ND,beta,23,22,17,28,15,21,32,23,20,23,1,4,1,0,3,1,2,2,3,2,4,4,3,7,5,6,0,0,1,2,1,1,5,2,2,0,0,1,3,1,9,2,0,0,0,2,5,1,4,0,3,1,2,0,1,1,3,0,1,1,3,0,1,0,1,1,0,5,1,1,4,1,1,2,2,4,3,2,2,2,4,1,3,1,1,0,0,0,2,1,0,0,2,0,2,1,0,3,0,2,0,0,2,5,1,7
ND_donor_06_cell_052,demo,ND_donor_06,ND,beta,5,10,7,6,5,12,11,6,17,6,5,13,1,5,5,8,6,5,4,4,4,1,6,5,1,5,4,3,1,0,3,4,0,0,0,0,3,1,4,1,4,0,3,3,2,2,3,4,1,2,0,0,0,0,1,1,2,1,1,0,1,1,3,1,2,3,3,2,1,1,3,1,2,1,0,1,5,4,4,1,1,3,0,2,1,1,1,0,0,2,2,0,0,2,4,0,5,1,3,3,0,1,2,2,3,2
ND_donor_06_cell_053,demo,ND_donor_06,ND,beta,17,15,18,19,18,16,16,11,19,19,5,2,3,4,3,4,6,2,1,6,2,4,4,6,8,5,1,6,1,0,3,1,0,1,1,3,3,2,3,1,0,3,0,0,6,1,2,0,1,2,3,0,1,2,0,0,3,1,3,2,1,1,3,2,1,6,2,2,1,6,0,1,1,0,0,0,2,4,0,2,0,2,0,0,2,3,2,3,4,2,2,1,1,2,0,1,2,5,2,2,1,1,4,2,1,0
ND_donor_06_cell_054,demo,ND_donor_06,ND,beta,16,30,27,29,28,24,16,18,19,15,2,2,0,3,1,2,3,2,0,2,4,8,6,6,9,4,3,3,0,0,2,2,0,3,2,6,4,1,1,4,1,3,3,1,0,1,1,0,1,0,1,3,1,0,1,1,1,0,2,3,2,4,1,2,4,1,2,0,6,0,2,1,1,1,0,3,0,2,1,3,0,0,2,1,3,0,1,0,1,0,3,1,5,4,2,3,0,3,5,1,3,3,1,2,0,0
ND_donor_06_cell_055,demo,ND_donor_06,ND,beta,24,23,21,17,21,28,25,21,24,21,0,1,1,3,4,3,1,3,3,0,4,12,5,4,2,6,0,3,1,2,4,1,1,2,1,4,3,5,2,1,0,0,0,3,0,1,0,5,1,1,3,0,1,0,0,1,4,2,0,1,0,5,2,1,1,3,3,3,2,1,2,4,0,4,3,2,2,2,5,4,2,1,1,0,2,1,1,2,0,1,2,1,1,2,1,0,5,0,1,1,0,1,1,1,2,3
ND_donor_06_cell_056,demo,ND_donor_06,ND,beta,48,67,55,50,53,62,57,56,64,58,0,1,2,1,4,0,1,3,1,1,5,6,4,6,1,6,1,3,1,3,4,1,2,1,1,1,2,1,1,1,3,1,2,4,2,3,6,2,0,2,1,0,5,1,1,1,1,3,0,3,4,1,1,1,1,1,0,2,0,7,2,0,1,3,3,3,3,3,1,2,0,3,4,0,6,0,0,0,0,4,0,0,4,0,4,1,1,4,0,2,4,1,0,2,0,5
ND_donor_06_cell_057,demo,ND_donor_06,ND,beta,22,24,34,22,32,23,27,25,30,19,2,3,1,2,3,2,3,2,5,2,8,9,4,7,6,3,0,1,3,3,0,2,0,2,0,0,2,2,2,2,4,2,1,0,0,2,2,1,1,0,4,0,3,0,1,1,2,3,0,6,1,1,1,3,1,0,2,2,3,0,1,4,0,2,2,3,2,0,3,2,2,1,1,2,1,0,5,0,3,2,3,1,3,0,0,1,3,2,0,1,2,0,3,1,1,2
ND_donor_06_cell_058,demo,ND_donor_06,ND,beta,28,26,25,29,38,24,24,32,29,28,3,5,4,2,3,1,0,2,1,2,4,6,7,6,10,5,4,5,0,1,3,4,2,0,2,1,2,0,2,0,3,0,2,1,0,3,0,1,4,1,1,0,0,0,3,1,4,2,1,5,1,1,6,3,0,1,2,0,1,1,1,2,1,2,3,3,1,1,1,3,1,3,1,1,0,3,7,2,4,2,0,1,1,2,2,0,1,0,1,2,1,2,5,3,2,2
ND_donor_06_cell_059,demo,ND_donor_06,ND,beta,8,27,28,24,16,21,23,31,22,21,6,1,3,1,5,2,3,3,3,2,16,7,7,7,6,7,1,2,3,2,0,0,3,0,1,0,2,4,4,1,2,2,0,2,1,0,3,0,2,0,4,0,1,1,4,3,2,0,1,1,0,2,0,1,2,3,1,1,0,6,0,0,1,1,2,0,3,2,0,0,1,3,2,2,4,1,2,2,4,1,1,2,2,1,1,4,3,2,5,2,1,3,5,1,4,1
ND_donor_06_cell_060,demo,ND_donor_06,ND,beta,29,32,27,28,38,35,23,30,35,26,3,2,1,5,1,0,0,2,2,0,5,13,11,10,7,7,2,7,0,1,2,0,5,2,5,1,1,1,0,1,4,1,0,3,2,1,1,3,0,4,6,0,4,2,3,3,2,3,0,0,6,2,1,3,3,1,3,4,2,3,1,1,0,4,1,4,2,3,3,2,0,0,1,2,1,2,2,0,1,0,3,0,2,0,4,1,6,1,3,2,1,1,0,1,1,3
ND_donor_06_cell_061,demo,ND_donor_06,ND,beta,32,31,25,31,30,35,26,39,41,34,0,2,0,1,0,1,2,1,2,0,7,8,8,2,6,7,4,1,0,1,3,1,4,2,0,0,1,2,1,1,5,3,2,0,1,0,6,0,4,0,0,0,2,2,3,0,4,4,1,2,3,2,0,1,3,0,1,0,2,2,6,0,3,2,2,0,2,2,1,1,2,1,0,4,1,1,3,3,3,0,4,0,1,0,1,1,1,0,4,2,1,2,0,3,2,2
ND_donor_06_cell_062,demo,ND_donor_06,ND,beta,27,30,29,34,30,32,35,36,29,29,1,0,1,2,3,1,0,1,3,2,9,3,3,7,8,9,3,0,2,2,0,2,1,1,2,3,2,2,1,1,4,1,1,0,0,1,4,2,1,1,2,0,3,0,3,3,2,1,0,2,4,3,2,0,2,1,1,2,3,3,3,0,4,3,1,1,0,0,1,3,1,3,6,2,1,1,4,0,5,1,2,3,0,0,0,0,1,4,3,2,5,3,1,1,2,3
ND_donor_06_cell_063,demo,ND_donor_06,ND,beta,4,6,3,6,8,9,6,4,7,5,8,8,7,9,9,10,5,9,9,5,3,3,9,6,4,4,3,0,0,1,0,1,0,0,3,2,4,0,1,2,0,2,2,2,1,2,0,1,1,1,2,1,0,1,1,3,2,1,4,2,0,3,1,4,0,0,4,3,1,2,1,3,1,0,1,1,1,5,4,2,0,2,1,0,1,0,0,1,1,4,1,2,3,3,0,1,0,1,1,1,6,0,0,1,1,0
ND_donor_06_cell_064,demo,ND_donor_06,ND,beta,6,18,11,16,5,12,20,12,12,9,6,6,7,2,2,7,4,4,1,5,7,6,5,6,3,5,1,1,4,5,0,1,1,2,0,2,1,0,2,2,5,1,0,3,0,1,2,1,5,3,0,2,4,4,0,2,2,2,0,3,2,1,0,1,0,1,5,3,4,1,1,0,3,2,0,1,1,4,2,0,0,0,1,2,1,0,2,3,4,0,2,3,1,6,0,2,2,2,0,5,2,3,2,0,1,2
ND_donor_06_cell_065,demo,ND_donor_06,ND,beta,29,44,40,26,41,27,37,41,42,49,1,0,3,2,2,1,0,0,0,0,5,6,10,4,8,8,2,1,2,3,2,0,1,2,0,0,0,0,1,2,0,1,4,2,4,2,1,2,1,0,0,0,4,0,0,1,0,0,0,3,4,3,0,2,4,0,0,2,0,1,2,1,1,3,0,1,2,2,0,4,0,1,1,5,5,0,0,2,1,1,1,1,0,3,3,0,1,2,2,2,0,2,2,1,1,0
ND_donor_06_cell_066,demo,ND_donor_06,ND,beta,10,11,16,13,14,11,15,10,11,7,4,6,4,5,7,5,2,3,5,3,2,5,9,4,2,3,1,0,2,1,2,2,2,0,0,0,2,1,1,1,3,5,2,1,1,0,1,2,2,6,1,2,0,1,0,1,3,4,0,5,0,0,4,2,2,0,2,2,5,7,1,3,0,0,1,2,3,0,3,3,2,2,2,1,2,2,0,4,0,1,2,2,0,3,2,0,5,0,2,1,0,0,1,1,3,2
ND_donor_06_cell_067,demo,ND_donor_06,ND,beta,39,43,39,35,31,28,55,48,33,28,2,2,1,0,2,2,1,0,1,2,6,5,5,7,3,7,2,1,0,3,3,1,2,5,1,2,1,0,2,2,3,4,1,1,1,0,4,0,1,3,0,1,4,2,1,3,0,0,5,1,5,0,2,1,0,2,1,2,7,1,4,4,2,0,3,0,1,3,1,1,2,4,0,1,2,1,2,2,5,2,1,3,0,0,1,3,3,3,3,4,0,2,3,4,2,1
ND_donor_06_cell_068,demo,ND_donor_06,ND,beta,38,40,30,43,45,53,54,50,49,45,0,1,1,1,0,3,0,0,0,0,8,4,3,5,2,10,4,4,1,0,1,1,1,2,3,3,2,1,1,3,0,0,2,0,0,1,2,1,1,3,1,1,6,1,6,1,1,2,2,3,3,0,2,1,2,2,1,0,2,3,3,2,1,3,5,0,0,2,4,0,5,4,2,2,2,3,3,2,3,1,5,2,3,3,2,5,1,1,1,6,4,1,1,1,4,0
ND_donor_06_cell_069,demo,ND_donor_06,ND,beta,36,36,38,41,45,40,42,41,35,32,0,2,1,1,0,0,1,2,1,1,7,6,8,7,4,10,0,1,5,4,0,1,1,4,2,0,4,5,2,2,2,1,5,2,3,4,3,1,2,2,0,2,2,0,1,1,1,2,4,0,2,4,2,2,0,3,0,2,2,0,0,1,4,1,1,4,1,1,3,3,0,3,1,4,1,0,0,1,1,5,0,6,3,0,1,5,1,0,4,4,3,0,5,0,1,8
ND_donor_06_cell_070,demo,ND_donor_06,ND,beta,16,18,15,15,28,16,26,12,19,15,1,3,5,4,1,3,1,3,3,4,12,7,8,4,8,12,0,1,0,2,0,3,0,0,2,6,1,1,0,2,0,0,1,2,3,1,1,2,0,2,2,2,4,3,0,1,2,0,4,0,1,0,4,2,4,6,1,1,0,1,0,2,1,2,3,2,2,1,7,0,2,2,0,1,1,3,1,2,1,4,1,3,1,3,0,3,1,1,1,3,2,0,2,0,2,1
ND_donor_06_cell_071,demo,ND_donor_06,ND,beta,18,16,15,16,12,18,11,12,12,13,4,2,6,3,5,2,2,6,5,1,5,8,7,4,12,5,2,8,4,1,1,6,1,2,0,2,4,1,3,6,0,4,2,1,0,2,2,0,2,1,3,2,1,1,3,2,1,4,2,2,2,2,1,5,4,3,3,1,1,4,0,2,2,2,0,1,7,1,3,2,1,3,2,4,3,0,3,1,1,0,1,1,1,1,3,2,2,2,2,1,2,3,2,1,1,3
ND_donor_06_cell_072,demo,ND_donor_06,ND,beta,35,36,26,32,39,28,31,46,29,41,1,1,2,1,0,0,1,2,1,3,5,11,8,8,4,9,3,0,2,3,0,1,1,2,1,4,1,3,4,3,3,1,2,1,5,0,0,3,5,0,3,2,2,0,0,4,5,1,2,0,0,3,0,0,3,3,0,1,3,2,2,2,1,2,1,1,1,1,2,5,3,6,0,4,2,4,2,2,3,1,1,3,1,3,1,0,0,0,2,1,2,1,1,1,5,2
ND_donor_06_cell_073,demo,ND_donor_06,ND,beta,19,19,25,17,20,26,24,26,31,25,4,0,1,3,0,0,2,1,2,2,7,9,6,9,11,6,5,0,4,0,2,3,0,0,4,1,1,3,2,2,5,1,2,1,1,1,1,4,1,1,5,0,0,0,0,1,1,3,1,0,1,0,2,1,1,0,1,1,2,0,4,0,4,3,1,2,3,1,0,1,0,0,3,3,0,9,0,4,4,2,0,1,1,3,0,3,2,7,0,0,2,2,8,1,0,2
ND_donor_06_cell_074,demo,ND_donor_06,ND,beta,129,119,127,131,125,141,127,115,107,121,0,1,0,0,0,0,0,1,0,0,12,12,7,14,10,11,2,2,1,1,5,2,0,2,2,2,2,1,3,1,1,2,2,3,2,2,4,1,5,2,2,3,0,1,1,1,4,3,3,3,3,0,2,1,1,0,5,1,0,2,2,1,2,5,2,5,3,2,1,2,2,5,1,0,1,2,0,1,2,0,0,7,1,0,5,2,0,2,1,2,1,2,3,5,1,2
ND_donor_06_cell_075,demo,ND_donor_06,ND,beta,28,30,38,24,34,42,30,32,27,17,1,3,2,2,1,5,4,2,1,2,12,8,7,13,4,3,1,0,2,1,2,3,2,2,1,0,3,4,2,1,2,1,1,1,3,0,0,3,1,3,0,3,4,0,3,3,3,1,0,0,1,3,2,1,1,2,1,2,0,2,3,1,0,2,1,1,1,2,3,1,1,0,6,6,5,2,0,1,0,3,1,2,2,1,0,5,1,4,4,1,0,0,3,2,3,0
ND_donor_06_cell_076,demo,ND_donor_06,ND,beta,44,48,56,49,51,36,42,49,43,44,0,1,2,1,0,1,0,4,2,3,6,4,7,4,5,10,1,1,1,6,3,0,0,0,5,2,2,0,3,1,2,3,2,0,1,1,2,1,0,2,4,5,1,4,2,1,5,1,1,1,2,2,4,2,4,4,2,3,1,3,2,1,0,3,2,2,0,1,2,0,3,2,5,0,0,3,2,4,4,0,6,1,1,3,2,1,2,0,0,3,1,0,3,0,0,0
ND_donor_06_cell_077,demo,ND_donor_06,ND,beta,20,9,18,16,19,16,21,19,21,13,3,1,1,3,4,2,1,6,5,2,3,5,10,8,6,7,0,1,1,1,1,2,1,0,4,1,1,2,1,0,0,1,3,0,1,0,2,2,1,1,2,6,0,2,0,1,2,1,3,0,1,3,2,2,3,0,5,0,7,0,1,0,4,3,2,4,1,2,0,7,3,1,3,0,4,4,1,2,1,2,3,2,2,2,3,1,1,0,3,2,3,2,1,2,1,2
ND_donor_06_cell_078,demo,ND_donor_06,ND,beta,6,12,7,7,8,6,5,4,10,6,4,3,5,5,8,5,4,5,5,4,4,5,3,2,4,5,1,2,2,2,1,1,2,0,1,2,2,3,0,1,2,2,4,0,4,1,2,5,2,3,2,4,0,3,2,2,1,0,1,1,3,0,1,2,0,3,1,0,3,6,2,0,4,1,1,3,3,1,2,0,1,2,2,0,3,1,1,1,1,2,1,2,4,0,4,2,2,0,1,1,4,1,2,1,1,2
ND_donor_06_cell_079,demo,ND_donor_06,ND,beta,9,1,4,8,7,4,8,13,8,7,7,12,10,5,9,8,6,10,8,7,2,4,3,0,7,5,2,1,2,3,1,5,3,4,0,2,0,2,1,0,2,0,1,1,2,1,5,0,1,4,2,0,3,2,0,4,1,0,3,1,1,0,1,2,2,1,5,0,2,1,1,2,1,1,0,1,0,1,0,2,0,0,1,0,3,2,0,2,4,3,1,0,2,2,2,3,1,3,1,1,0,1,1,2,2,2
ND_donor_06_cell_080,demo,ND_donor_06,ND,beta,20,17,23,28,28,23,28,25,24,21,2,4,2,1,3,3,1,3,3,1,7,8,2,6,7,4,3,0,3,5,0,3,2,1,5,1,1,1,0,1,2,0,3,2,2,1,1,1,1,0,3,1,2,2,6,1,3,2,0,1,1,0,5,0,2,2,0,0,0,6,1,3,0,1,1,0,1,2,2,1,2,0,0,0,3,2,1,1,2,3,1,0,1,3,3,1,3,0,2,0,1,3,1,3,1,2
